Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PH,PD,PA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA
Austria,Bundesliga,2018/2019,23/04/2019,18:00,Admira,Mattersburg,0,2,A,2.4,3.4,3.13,2.42,3.55,3.13,2.3,3.37,2.93
Austria,Bundesliga,2018/2019,23/04/2019,18:00,Hartberg,SK Rapid,2,4,A,6.74,5.35,1.42,7.5,5.35,1.5,6.35,4.95,1.4
Austria,Bundesliga,2018/2019,23/04/2019,18:00,Wacker Innsbruck,Altach,0,4,A,3.41,3.54,2.19,3.75,3.55,2.24,3.26,3.41,2.12
Austria,Bundesliga,2018/2019,24/04/2019,18:00,Austria Vienna,St. Polten,2,2,D,1.89,3.69,4.26,1.92,3.7,4.5,1.84,3.54,4.07
Austria,Bundesliga,2018/2019,24/04/2019,18:00,LASK,Sturm Graz,1,2,A,1.61,4.02,5.93,1.65,4.02,6,1.58,3.85,5.54
Austria,Bundesliga,2018/2019,24/04/2019,18:00,Salzburg,Wolfsberger AC,3,1,H,1.25,6.27,12.09,1.27,6.5,13.5,1.23,5.92,10.97
Austria,Bundesliga,2018/2019,27/04/2019,16:00,Altach,Wacker Innsbruck,1,4,A,1.89,3.85,4.05,1.95,3.95,4.2,1.87,3.62,3.83
Austria,Bundesliga,2018/2019,27/04/2019,16:00,Mattersburg,Admira,1,1,D,1.97,3.65,3.96,1.99,3.9,4.33,1.92,3.52,3.77
Austria,Bundesliga,2018/2019,27/04/2019,16:00,SK Rapid,Hartberg,3,4,A,1.31,5.95,9.03,1.33,6.5,9.6,1.28,5.78,8.57
Austria,Bundesliga,2018/2019,28/04/2019,13:30,Wolfsberger AC,Salzburg,2,1,H,5.92,4.67,1.52,6.6,4.67,1.55,5.85,4.33,1.49
Austria,Bundesliga,2018/2019,28/04/2019,13:30,St. Polten,Austria Vienna,1,2,A,3.07,3.42,2.42,3.1,3.42,2.5,2.9,3.26,2.38
Austria,Bundesliga,2018/2019,28/04/2019,16:00,Sturm Graz,LASK,2,3,A,3.76,3.43,2.11,3.76,3.6,2.3,3.5,3.4,2.04
Austria,Bundesliga,2018/2019,04/05/2019,16:00,Admira,SK Rapid,3,4,A,5.2,4.89,1.56,5.55,4.89,1.65,5,4.28,1.57
Austria,Bundesliga,2018/2019,04/05/2019,16:00,Mattersburg,Altach,0,0,D,2.22,3.45,3.44,2.28,3.45,3.5,2.17,3.27,3.29
Austria,Bundesliga,2018/2019,04/05/2019,16:00,Wacker Innsbruck,Hartberg,1,0,H,1.97,4.07,3.57,2.08,4.1,3.6,1.97,3.76,3.36
Austria,Bundesliga,2018/2019,05/05/2019,13:30,LASK,Wolfsberger AC,3,0,H,1.69,3.93,5.23,1.69,4,6,1.64,3.81,5.07
Austria,Bundesliga,2018/2019,05/05/2019,13:30,St. Polten,Sturm Graz,0,1,A,3.56,3.62,2.11,3.6,3.62,2.15,3.4,3.38,2.07
Austria,Bundesliga,2018/2019,05/05/2019,16:00,Austria Vienna,Salzburg,1,2,A,4.69,3.76,1.8,4.75,4.2,1.82,4.3,3.82,1.74
Austria,Bundesliga,2018/2019,11/05/2019,16:00,Altach,Admira,2,2,D,1.93,3.79,3.99,1.99,3.8,4,1.92,3.61,3.69
Austria,Bundesliga,2018/2019,11/05/2019,16:00,Hartberg,Mattersburg,2,1,H,3.12,3.61,2.3,3.12,3.61,2.38,2.91,3.45,2.28
Austria,Bundesliga,2018/2019,11/05/2019,16:00,SK Rapid,Wacker Innsbruck,1,0,H,1.3,6.3,8.78,1.32,6.45,12,1.27,5.87,8.77
Austria,Bundesliga,2018/2019,12/05/2019,13:30,Wolfsberger AC,St. Polten,4,0,H,1.64,4.01,5.64,1.65,4.2,6.17,1.61,3.85,5.36
Austria,Bundesliga,2018/2019,12/05/2019,13:30,Sturm Graz,Austria Vienna,1,3,A,2.43,3.43,3.06,2.43,3.43,3.3,2.29,3.31,3.01
Austria,Bundesliga,2018/2019,12/05/2019,16:00,Salzburg,LASK,2,1,H,1.62,4.64,4.87,1.72,4.64,5,1.61,4.25,4.64
Austria,Bundesliga,2018/2019,18/05/2019,16:00,Admira,Wacker Innsbruck,3,2,H,2.41,3.97,2.75,2.41,3.97,3,2.35,3.63,2.71
Austria,Bundesliga,2018/2019,18/05/2019,16:00,Altach,Hartberg,3,1,H,2.02,3.76,3.67,2.06,3.8,3.9,1.93,3.63,3.62
Austria,Bundesliga,2018/2019,18/05/2019,16:00,Mattersburg,SK Rapid,1,0,H,3.96,4.21,1.84,4,4.21,1.87,3.81,3.91,1.81
Austria,Bundesliga,2018/2019,19/05/2019,16:00,Austria Vienna,Wolfsberger AC,2,0,H,2.29,3.67,3.1,2.3,3.67,3.25,2.23,3.41,3.04
Austria,Bundesliga,2018/2019,19/05/2019,16:00,St. Polten,LASK,0,1,A,5.97,4.69,1.52,7,4.69,1.54,6.04,4.3,1.49
Austria,Bundesliga,2018/2019,19/05/2019,16:00,Sturm Graz,Salzburg,1,2,A,3.82,3.86,1.95,4.35,4,1.95,3.8,3.72,1.86
Austria,Bundesliga,2018/2019,25/05/2019,16:00,Hartberg,Admira,3,1,H,1.56,5.02,5.06,1.63,5.02,5.75,1.56,4.47,4.84
Austria,Bundesliga,2018/2019,25/05/2019,16:00,SK Rapid,Altach,1,2,A,1.98,3.79,3.78,1.98,3.93,4.4,1.87,3.73,3.67
Austria,Bundesliga,2018/2019,25/05/2019,16:00,Wacker Innsbruck,Mattersburg,4,0,H,1.47,4.94,6.37,1.49,4.94,6.5,1.45,4.64,5.88
Austria,Bundesliga,2018/2019,26/05/2019,16:00,Wolfsberger AC,Sturm Graz,2,1,H,2.03,3.87,3.54,2.08,3.87,3.8,1.99,3.56,3.47
Austria,Bundesliga,2018/2019,26/05/2019,16:00,LASK,Austria Vienna,5,2,H,2.57,3.52,2.8,2.62,3.6,2.8,2.48,3.38,2.67
Austria,Bundesliga,2018/2019,26/05/2019,16:00,Salzburg,St. Polten,7,0,H,1.09,11.04,27.79,1.12,13,34,1.08,10.22,23.93
Austria,Bundesliga,2018/2019,28/05/2019,18:00,SK Rapid,Mattersburg,2,0,H,1.45,4.77,7.03,1.5,4.8,7.5,1.43,4.5,6.59
Austria,Bundesliga,2018/2019,30/05/2019,16:00,SK Rapid,Sturm Graz,1,2,A,1.68,4.14,4.95,1.75,4.2,5.5,1.65,3.9,4.84
Austria,Bundesliga,2018/2019,02/06/2019,16:00,Sturm Graz,SK Rapid,0,1,A,3.07,3.78,2.27,3.16,3.78,2.3,2.99,3.58,2.18
Austria,Bundesliga,2019/2020,26/07/2019,19:45,SK Rapid,Salzburg,0,2,A,3.92,3.95,1.9,4.02,3.95,2,3.73,3.73,1.88
Austria,Bundesliga,2019/2020,27/07/2019,16:00,Admira,Wolfsberger AC,0,3,A,3.99,3.96,1.88,4.2,3.96,2,3.86,3.6,1.88
Austria,Bundesliga,2019/2020,27/07/2019,16:00,Tirol,Austria Vienna,3,1,H,3.91,3.71,1.97,4,3.71,2.1,3.68,3.52,1.95
Austria,Bundesliga,2019/2020,28/07/2019,16:00,LASK,Altach,2,0,H,1.52,4.35,6.58,1.55,4.35,6.58,1.5,4.15,6.14
Austria,Bundesliga,2019/2020,28/07/2019,16:00,Mattersburg,Hartberg,2,1,H,1.92,3.91,3.89,1.95,3.91,3.9,1.88,3.68,3.76
Austria,Bundesliga,2019/2020,28/07/2019,16:00,Sturm Graz,St. Polten,3,0,H,1.71,3.91,5.04,1.76,3.91,5.75,1.69,3.72,4.76
Austria,Bundesliga,2019/2020,03/08/2019,16:00,Altach,Tirol,3,2,H,1.81,3.91,4.39,2.05,3.95,4.39,1.83,3.62,4.01
Austria,Bundesliga,2019/2020,03/08/2019,16:00,Austria Vienna,LASK,0,3,A,4.05,3.95,1.87,4.1,3.95,2.15,3.74,3.64,1.9
Austria,Bundesliga,2019/2020,03/08/2019,16:00,Hartberg,Admira,4,1,H,2.22,3.58,3.27,2.25,3.7,3.27,2.18,3.49,3.08
Austria,Bundesliga,2019/2020,04/08/2019,16:00,Wolfsberger AC,Sturm Graz,0,1,A,2.28,3.62,3.12,2.38,3.65,3.25,2.24,3.43,2.99
Austria,Bundesliga,2019/2020,04/08/2019,16:00,Salzburg,Mattersburg,4,1,H,1.14,9.25,18.97,1.2,9.4,23,1.13,8.02,17.48
Austria,Bundesliga,2019/2020,04/08/2019,16:00,St. Polten,SK Rapid,2,2,D,5.75,4.71,1.53,6,4.71,1.56,5.56,4.43,1.5
Austria,Bundesliga,2019/2020,10/08/2019,16:00,Admira,LASK,0,1,A,6.14,4.63,1.51,7,4.67,1.52,6.08,4.33,1.48
Austria,Bundesliga,2019/2020,10/08/2019,16:00,SK Rapid,Altach,2,1,H,1.62,4.27,5.32,1.64,4.3,5.5,1.59,4.12,5
Austria,Bundesliga,2019/2020,10/08/2019,16:00,Salzburg,Wolfsberger AC,5,2,H,1.28,5.99,10.31,1.33,6,10.5,1.28,5.5,9.17
Austria,Bundesliga,2019/2020,11/08/2019,16:00,Hartberg,Sturm Graz,1,0,H,3.94,4.22,1.83,4.33,4.22,1.85,3.86,3.87,1.81
Austria,Bundesliga,2019/2020,11/08/2019,16:00,Mattersburg,Austria Vienna,1,5,A,2.74,3.49,2.61,2.76,3.5,2.71,2.65,3.32,2.55
Austria,Bundesliga,2019/2020,11/08/2019,16:00,Tirol,St. Polten,1,1,D,2.06,3.86,3.45,2.08,3.86,3.55,2.03,3.59,3.34
Austria,Bundesliga,2019/2020,17/08/2019,16:00,Wolfsberger AC,Mattersburg,5,0,H,1.4,5.12,7.73,1.43,5.12,8.4,1.37,4.76,7.35
Austria,Bundesliga,2019/2020,17/08/2019,16:00,LASK,Tirol,1,1,D,1.48,4.67,6.62,1.5,4.77,7.5,1.43,4.5,6.66
Austria,Bundesliga,2019/2020,17/08/2019,16:00,St. Polten,Salzburg,0,6,A,15.85,8.92,1.16,21,9,1.17,15.62,7.83,1.14
Austria,Bundesliga,2019/2020,18/08/2019,16:00,Altach,Hartberg,3,3,D,1.54,4.65,5.74,1.6,4.65,6,1.53,4.27,5.41
Austria,Bundesliga,2019/2020,18/08/2019,16:00,Austria Vienna,Admira,1,1,D,1.72,3.86,5.04,1.75,4.1,5.04,1.69,3.81,4.62
Austria,Bundesliga,2019/2020,18/08/2019,16:00,Sturm Graz,SK Rapid,0,1,A,2.75,3.63,2.53,2.76,3.63,2.6,2.66,3.42,2.48
Austria,Bundesliga,2019/2020,24/08/2019,16:00,Wolfsberger AC,Altach,5,2,H,1.78,4.08,4.36,1.87,4.08,4.4,1.77,3.83,4.09
Austria,Bundesliga,2019/2020,24/08/2019,16:00,Mattersburg,St. Polten,0,1,A,2.27,3.54,3.21,2.45,3.7,3.21,2.25,3.45,2.97
Austria,Bundesliga,2019/2020,24/08/2019,16:00,SK Rapid,LASK,1,2,A,2.4,3.6,2.94,2.46,3.7,4,2.36,3.38,2.86
Austria,Bundesliga,2019/2020,25/08/2019,16:00,Hartberg,Austria Vienna,2,2,D,3.1,3.84,2.21,3.2,3.85,2.3,2.96,3.64,2.18
Austria,Bundesliga,2019/2020,25/08/2019,16:00,Salzburg,Admira,5,0,H,1.05,16.19,50.37,1.07,14.5,50,1.05,12.34,29.69
Austria,Bundesliga,2019/2020,25/08/2019,16:00,Sturm Graz,Tirol,2,0,H,1.68,4.06,5.07,1.75,4.06,5.1,1.68,3.78,4.71
Austria,Bundesliga,2019/2020,31/08/2019,16:00,Admira,Mattersburg,1,3,A,2.33,3.64,3.02,2.33,3.64,3.14,2.23,3.46,3.01
Austria,Bundesliga,2019/2020,31/08/2019,16:00,LASK,Wolfsberger AC,0,1,A,1.93,3.79,3.96,2,3.79,4.05,1.9,3.58,3.8
Austria,Bundesliga,2019/2020,31/08/2019,16:00,Tirol,Salzburg,1,5,A,13.55,8.23,1.15,40,12,1.2,13.97,8.24,1.15
Austria,Bundesliga,2019/2020,01/09/2019,16:00,Altach,Sturm Graz,1,2,A,2.83,3.4,2.58,3,3.46,2.65,2.75,3.29,2.48
Austria,Bundesliga,2019/2020,01/09/2019,16:00,Austria Vienna,SK Rapid,1,3,A,2.77,4.02,2.35,2.9,4.02,2.5,2.73,3.71,2.31
Austria,Bundesliga,2019/2020,01/09/2019,16:00,St. Polten,Hartberg,1,3,A,2.28,3.74,3.04,2.31,3.76,3.3,2.21,3.56,2.97
Austria,Bundesliga,2019/2020,14/09/2019,16:00,Mattersburg,Tirol,0,2,A,2.29,3.75,3.02,2.31,3.75,3.25,2.24,3.53,2.93
Austria,Bundesliga,2019/2020,14/09/2019,16:00,Salzburg,Hartberg,7,2,H,1.05,17.98,24.72,1.07,18.04,34,1.05,12.97,24.8
Austria,Bundesliga,2019/2020,14/09/2019,16:00,Sturm Graz,LASK,0,2,A,3.49,3.63,2.11,3.75,3.63,2.13,3.38,3.44,2.06
Austria,Bundesliga,2019/2020,15/09/2019,13:30,Altach,St. Polten,6,0,H,1.6,4.44,5.3,1.68,4.44,5.5,1.6,4.08,4.98
Austria,Bundesliga,2019/2020,15/09/2019,13:30,SK Rapid,Admira,5,0,H,1.31,5.85,9.08,1.36,5.85,10,1.31,5.41,8.33
Austria,Bundesliga,2019/2020,15/09/2019,16:00,Wolfsberger AC,Austria Vienna,3,0,H,1.52,4.66,6,1.65,4.66,6,1.51,4.43,5.57
Austria,Bundesliga,2019/2020,21/09/2019,16:00,Admira,St. Polten,1,1,D,2.36,3.51,3.07,2.44,3.62,3.07,2.29,3.43,2.91
Austria,Bundesliga,2019/2020,21/09/2019,16:00,Mattersburg,Sturm Graz,3,3,D,4.14,3.76,1.9,4.33,3.76,1.91,4.03,3.58,1.84
Austria,Bundesliga,2019/2020,21/09/2019,16:00,Tirol,SK Rapid,0,2,A,5.06,4.77,1.58,5.3,4.77,1.73,4.7,4.23,1.61
Austria,Bundesliga,2019/2020,22/09/2019,13:30,Austria Vienna,Altach,2,0,H,2.26,3.94,2.96,2.28,3.94,3.2,2.18,3.7,2.93
Austria,Bundesliga,2019/2020,22/09/2019,13:30,Hartberg,Wolfsberger AC,0,2,A,4.46,4.48,1.69,5,4.5,1.7,4.58,4.26,1.62
Austria,Bundesliga,2019/2020,22/09/2019,16:00,LASK,Salzburg,2,2,D,3.08,3.73,2.24,3.1,3.73,2.35,2.9,3.53,2.25
Austria,Bundesliga,2019/2020,28/09/2019,16:00,Salzburg,Austria Vienna,4,1,H,1.18,8.06,12.58,1.22,9,15,1.17,7.62,11.86
Austria,Bundesliga,2019/2020,28/09/2019,16:00,St. Polten,LASK,0,3,A,9.86,5.38,1.32,10.5,5.5,1.4,8.74,5.11,1.32
Austria,Bundesliga,2019/2020,28/09/2019,16:00,Wolfsberger AC,Tirol,2,2,D,1.27,6.42,9.94,1.33,6.42,11,1.27,5.76,9.25
Austria,Bundesliga,2019/2020,29/09/2019,13:30,Altach,Mattersburg,0,2,A,1.6,4.46,5.3,1.66,4.46,5.75,1.6,4.13,4.97
Austria,Bundesliga,2019/2020,29/09/2019,13:30,Sturm Graz,Admira,4,1,H,1.44,4.68,7.62,1.47,4.68,7.62,1.43,4.4,6.81
Austria,Bundesliga,2019/2020,29/09/2019,16:00,SK Rapid,Hartberg,3,3,D,1.22,7.49,11.34,1.3,7.6,15,1.21,6.73,10.54
Austria,Bundesliga,2019/2020,05/10/2019,16:00,Admira,Tirol,3,1,H,2.69,3.59,2.6,2.73,3.6,2.6,2.6,3.44,2.53
Austria,Bundesliga,2019/2020,05/10/2019,16:00,Mattersburg,SK Rapid,2,3,A,4.96,4.35,1.65,5.25,4.6,1.66,4.77,4.22,1.6
Austria,Bundesliga,2019/2020,05/10/2019,16:00,Salzburg,Altach,6,0,H,1.16,8.2,15.42,1.18,10,17,1.14,8.18,14.11
Austria,Bundesliga,2019/2020,06/10/2019,13:30,Hartberg,LASK,1,2,A,6.63,5.61,1.4,7.5,5.61,1.44,6.64,5.07,1.38
Austria,Bundesliga,2019/2020,06/10/2019,13:30,Wolfsberger AC,St. Polten,4,0,H,1.3,6.36,8.4,1.32,6.36,10,1.29,5.75,8.31
Austria,Bundesliga,2019/2020,06/10/2019,16:00,Austria Vienna,Sturm Graz,1,0,H,2.82,3.71,2.43,2.86,3.72,2.45,2.74,3.52,2.38
Austria,Bundesliga,2019/2020,19/10/2019,16:00,Altach,Admira,1,4,A,1.79,3.84,4.62,1.81,4.05,4.75,1.76,3.74,4.25
Austria,Bundesliga,2019/2020,19/10/2019,16:00,LASK,Mattersburg,7,2,H,1.2,7.42,11.99,1.25,7.6,18,1.18,6.96,12.91
Austria,Bundesliga,2019/2020,19/10/2019,16:00,Sturm Graz,Salzburg,1,1,D,6.87,4.83,1.45,8.75,5.4,1.46,7.05,4.94,1.38
Austria,Bundesliga,2019/2020,20/10/2019,13:30,St. Polten,Austria Vienna,2,2,D,3.35,3.72,2.14,3.5,3.78,2.15,3.24,3.58,2.07
Austria,Bundesliga,2019/2020,20/10/2019,13:30,Tirol,Hartberg,0,1,A,2.03,4.08,3.38,2.06,4.1,3.5,1.99,3.89,3.22
Austria,Bundesliga,2019/2020,20/10/2019,16:00,SK Rapid,Wolfsberger AC,1,1,D,2.33,3.99,2.82,2.4,3.99,2.9,2.3,3.68,2.75
Austria,Bundesliga,2019/2020,26/10/2019,16:00,Austria Vienna,Tirol,2,3,A,1.59,4.5,5.35,1.72,4.6,6,1.59,4.25,4.89
Austria,Bundesliga,2019/2020,26/10/2019,16:00,Hartberg,Mattersburg,3,1,H,1.93,4.36,3.5,1.95,4.36,4,1.89,4.04,3.4
Austria,Bundesliga,2019/2020,26/10/2019,16:00,St. Polten,Sturm Graz,0,4,A,4.29,3.98,1.81,4.29,3.98,1.86,4.04,3.73,1.8
Austria,Bundesliga,2019/2020,27/10/2019,13:30,Altach,LASK,0,1,A,6.52,4.57,1.5,6.52,4.6,1.59,6.01,4.33,1.49
Austria,Bundesliga,2019/2020,27/10/2019,13:30,Wolfsberger AC,Admira,2,2,D,1.34,5.62,8.56,1.38,5.64,8.56,1.34,5.16,7.58
Austria,Bundesliga,2019/2020,27/10/2019,16:00,Salzburg,SK Rapid,3,2,H,1.32,5.8,8.93,1.35,6.25,9,1.3,5.69,7.89
Austria,Bundesliga,2019/2020,02/11/2019,16:00,Mattersburg,Salzburg,0,3,A,17.3,9.7,1.13,19,10,1.18,14.67,8.78,1.13
Austria,Bundesliga,2019/2020,02/11/2019,16:00,SK Rapid,St. Polten,0,1,A,1.25,6.01,11.63,1.29,6.5,11.63,1.25,5.78,10.12
Austria,Bundesliga,2019/2020,02/11/2019,16:00,Sturm Graz,Wolfsberger AC,0,4,A,2.79,3.73,2.45,2.88,3.73,2.65,2.74,3.44,2.41
Austria,Bundesliga,2019/2020,03/11/2019,13:30,Admira,Hartberg,0,1,A,2.07,3.82,3.45,2.4,3.94,3.8,2.14,3.65,3.06
Austria,Bundesliga,2019/2020,03/11/2019,13:30,Tirol,Altach,0,4,A,2.59,3.64,2.67,2.6,3.7,2.75,2.51,3.45,2.61
Austria,Bundesliga,2019/2020,03/11/2019,16:00,LASK,Austria Vienna,2,0,H,1.32,5.96,8.67,1.37,5.96,9.4,1.3,5.54,8.18
Austria,Bundesliga,2019/2020,09/11/2019,16:00,Altach,SK Rapid,0,3,A,3.85,4.01,1.91,3.95,4.01,2.02,3.68,3.68,1.9
Austria,Bundesliga,2019/2020,09/11/2019,16:00,St. Polten,Tirol,5,1,H,2.22,3.68,3.19,2.4,3.8,3.19,2.19,3.54,3.02
Austria,Bundesliga,2019/2020,09/11/2019,16:00,Sturm Graz,Hartberg,3,1,H,1.47,4.94,6.35,1.52,5,6.5,1.45,4.69,6
Austria,Bundesliga,2019/2020,10/11/2019,13:30,Austria Vienna,Mattersburg,2,1,H,1.69,4.52,4.46,1.8,4.52,4.9,1.69,4.14,4.22
Austria,Bundesliga,2019/2020,10/11/2019,13:30,LASK,Admira,1,0,H,1.18,7.36,15.47,1.22,7.4,17,1.18,6.9,12.91
Austria,Bundesliga,2019/2020,10/11/2019,16:00,Wolfsberger AC,Salzburg,0,3,A,5.4,5.19,1.51,5.4,5.19,1.6,4.98,4.66,1.53
Austria,Bundesliga,2019/2020,23/11/2019,16:00,Mattersburg,Wolfsberger AC,1,4,A,6.68,5.55,1.4,8,5.55,1.51,6.66,5.04,1.39
Austria,Bundesliga,2019/2020,23/11/2019,16:00,Salzburg,St. Polten,2,2,D,1.08,11.04,22.08,1.09,15,31,1.07,11.37,22.2
Austria,Bundesliga,2019/2020,23/11/2019,16:00,Tirol,LASK,0,2,A,9.49,5.72,1.31,10.5,5.8,1.35,9.07,5.38,1.29
Austria,Bundesliga,2019/2020,24/11/2019,13:30,Admira,Austria Vienna,0,0,D,3.08,3.68,2.28,3.25,3.75,2.29,3,3.48,2.22
Austria,Bundesliga,2019/2020,24/11/2019,13:30,Hartberg,Altach,2,1,H,2.51,3.72,2.72,2.51,3.72,2.9,2.38,3.52,2.73
Austria,Bundesliga,2019/2020,24/11/2019,16:00,SK Rapid,Sturm Graz,1,1,D,1.88,3.99,4,1.89,4.1,4.33,1.83,3.76,3.92
Austria,Bundesliga,2019/2020,30/11/2019,16:00,Austria Vienna,Hartberg,5,0,H,1.73,4.2,4.5,1.75,4.33,4.8,1.7,4.07,4.27
Austria,Bundesliga,2019/2020,30/11/2019,16:00,St. Polten,Mattersburg,0,0,D,1.83,4.17,4.03,1.87,4.17,4.5,1.8,3.81,3.97
Austria,Bundesliga,2019/2020,30/11/2019,16:00,Tirol,Sturm Graz,1,5,A,4.07,3.69,1.93,4.2,3.75,1.95,3.82,3.61,1.88
Austria,Bundesliga,2019/2020,01/12/2019,13:30,Admira,Salzburg,1,1,D,12.8,8.18,1.16,17,9,1.19,13.31,7.65,1.16
Austria,Bundesliga,2019/2020,01/12/2019,13:30,Altach,Wolfsberger AC,2,1,H,4.31,4.18,1.77,4.33,4.18,1.86,4.05,3.94,1.76
Austria,Bundesliga,2019/2020,01/12/2019,16:00,LASK,SK Rapid,0,4,A,1.75,3.94,4.77,1.77,4,4.87,1.72,3.76,4.5
Austria,Bundesliga,2019/2020,07/12/2019,16:00,Hartberg,St. Polten,3,2,H,2.37,3.75,2.89,2.4,3.78,3.27,2.31,3.59,2.8
Austria,Bundesliga,2019/2020,07/12/2019,16:00,Salzburg,Tirol,5,1,H,1.06,13.1,28.16,1.15,14,32,1.06,11.84,24.03
Austria,Bundesliga,2019/2020,07/12/2019,16:00,Wolfsberger AC,LASK,1,3,A,3.13,3.61,2.28,3.25,3.61,2.31,3.02,3.41,2.24
Austria,Bundesliga,2019/2020,08/12/2019,13:30,Mattersburg,Admira,1,2,A,3.16,3.41,2.35,3.2,3.5,2.68,3,3.26,2.33
Austria,Bundesliga,2019/2020,08/12/2019,13:30,Sturm Graz,Altach,1,2,A,1.71,3.82,5.23,1.81,4,5.23,1.7,3.79,4.59
Austria,Bundesliga,2019/2020,08/12/2019,16:00,SK Rapid,Austria Vienna,2,2,D,1.68,4.41,4.63,1.85,4.41,5,1.68,4.08,4.41
Austria,Bundesliga,2019/2020,14/12/2019,16:00,Admira,SK Rapid,0,3,A,6.08,4.93,1.48,6.5,4.93,1.53,5.87,4.43,1.48
Austria,Bundesliga,2019/2020,14/12/2019,16:00,Hartberg,Salzburg,2,2,D,8.09,6.58,1.26,14,7.6,1.28,8.93,6.6,1.24
Austria,Bundesliga,2019/2020,14/12/2019,16:00,St. Polten,Altach,0,3,A,2.25,3.62,3.13,2.5,3.63,3.15,2.27,3.42,2.97
Austria,Bundesliga,2019/2020,15/12/2019,13:30,Austria Vienna,Wolfsberger AC,1,1,D,2.75,3.98,2.36,2.78,4.1,2.5,2.65,3.8,2.33
Austria,Bundesliga,2019/2020,15/12/2019,13:30,Tirol,Mattersburg,1,3,A,1.93,3.85,3.86,2.06,3.85,3.9,1.91,3.64,3.65
Austria,Bundesliga,2019/2020,15/12/2019,16:00,LASK,Sturm Graz,3,3,D,1.57,4.15,6.04,1.58,4.5,7,1.52,4.1,5.91
Austria,Bundesliga,2019/2020,14/02/2020,18:00,Salzburg,LASK,2,3,A,1.81,4.23,4,1.83,4.5,4.76,1.75,3.98,3.99
Austria,Bundesliga,2019/2020,15/02/2020,16:00,Altach,Austria Vienna,2,2,D,2.91,3.76,2.33,3.1,3.78,2.46,2.81,3.59,2.29
Austria,Bundesliga,2019/2020,15/02/2020,16:00,Wolfsberger AC,Hartberg,3,0,H,1.4,5.7,6.52,1.43,5.75,9,1.34,5.49,6.98
Austria,Bundesliga,2019/2020,16/02/2020,13:30,St. Polten,Admira,2,2,D,2.2,3.57,3.41,2.21,3.57,3.55,2.14,3.39,3.23
Austria,Bundesliga,2019/2020,16/02/2020,13:30,Sturm Graz,Mattersburg,1,2,A,1.82,3.88,4.49,1.83,4.72,5.99,1.75,3.8,4.25
Austria,Bundesliga,2019/2020,16/02/2020,16:00,SK Rapid,Tirol,2,0,H,1.25,7.32,10.32,1.26,7.32,11.5,1.23,6.38,9.86
Austria,Bundesliga,2019/2020,22/02/2020,16:00,Admira,Sturm Graz,0,2,A,3.35,3.63,2.15,3.45,3.63,2.2,3.22,3.44,2.12
Austria,Bundesliga,2019/2020,22/02/2020,16:00,Mattersburg,Altach,0,0,D,2.91,3.52,2.43,2.94,3.6,2.55,2.7,3.43,2.44
Austria,Bundesliga,2019/2020,22/02/2020,16:00,Tirol,Wolfsberger AC,2,0,H,4.42,4.08,1.76,4.71,4.27,1.77,4.25,4.03,1.7
Austria,Bundesliga,2019/2020,23/02/2020,13:30,Hartberg,SK Rapid,2,2,D,4.72,4.67,1.63,5.5,4.84,1.63,4.87,4.47,1.56
Austria,Bundesliga,2019/2020,23/02/2020,13:30,LASK,St. Polten,4,1,H,1.26,6.19,11.34,1.29,6.19,12,1.26,5.68,10.13
Austria,Bundesliga,2019/2020,23/02/2020,16:00,Austria Vienna,Salzburg,2,2,D,5.17,4.79,1.56,5.88,4.9,1.61,5.07,4.54,1.53
Austria,Bundesliga,2019/2020,01/03/2020,16:00,LASK,Hartberg,5,1,H,1.24,6.72,11.45,1.25,7.01,15,1.21,6.54,11.39
Austria,Bundesliga,2019/2020,01/03/2020,16:00,SK Rapid,Mattersburg,3,1,H,1.27,5.92,11.22,1.33,6.05,11.22,1.26,5.6,9.92
Austria,Bundesliga,2019/2020,01/03/2020,16:00,St. Polten,Wolfsberger AC,0,4,A,4.63,4.33,1.68,5.25,4.33,1.78,4.5,4.08,1.66
Austria,Bundesliga,2019/2020,01/03/2020,16:00,Sturm Graz,Austria Vienna,1,1,D,2.09,3.76,3.38,2.25,3.76,3.4,2.09,3.56,3.2
Austria,Bundesliga,2019/2020,01/03/2020,16:00,Tirol,Admira,1,1,D,2.09,3.75,3.4,2.18,3.75,3.6,2.05,3.55,3.32
Austria,Bundesliga,2019/2020,02/03/2020,18:00,Altach,Salzburg,3,2,H,5.85,4.85,1.5,6.59,5.04,1.52,5.81,4.78,1.45
Austria,Bundesliga,2019/2020,07/03/2020,16:00,Admira,Altach,2,0,H,2.94,3.3,2.52,3.2,3.46,2.52,2.91,3.23,2.41
Austria,Bundesliga,2019/2020,07/03/2020,16:00,Austria Vienna,St. Polten,0,0,D,1.54,4.67,5.57,1.6,4.67,5.79,1.52,4.41,5.41
Austria,Bundesliga,2019/2020,07/03/2020,16:00,Hartberg,Tirol,0,3,A,2.47,3.68,2.75,2.55,3.82,2.86,2.41,3.57,2.66
Austria,Bundesliga,2019/2020,07/03/2020,16:00,Wolfsberger AC,SK Rapid,2,2,D,2.51,3.82,2.63,2.54,3.82,2.88,2.43,3.63,2.62
Austria,Bundesliga,2019/2020,08/03/2020,13:30,Mattersburg,LASK,0,1,A,7.27,4.81,1.43,8.16,5,1.48,6.87,4.7,1.41
